Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,304,-10,-1823,-5228,-8433,-53165,,,,,,,,,,,,-5,,,,,
,-98,-20,-432,-1372,-2722,1779,,,,,,,,,,,,2,,,,,
,1266,20,29,45,-467,13016,,,,,,,,,,,,3,,,,,
,-1436,19,477,1150,2115,-2316,,,,,,,,,,,,-1,,,,,
,64,-35,1767,5615,10053,31356,,,,,,,,,,,,7,,,,,
,371,-13,411,832,1121,13844,,,,,,,,,,,,-15,,,,,
,166,,4,180,-141,29350,,,,,,,,,,,,1,,,,,
,-662,9,-428,-1116,-2347,9460,,,,,,,,,,,,3,,,,,
,141,3,-1762,-5197,-8251,-62954,,,,,,,,,,,,-11,,,,,
,25,-12,-476,-1513,-1642,-60527,,,,,,,,,,,,12,,,,,
,22,-19,-37,-56,-3,-8704,,,,,,,,,,,,-8,,,,,
,238,19,466,1250,1660,34991,,,,,,,,,,,,1,,,,,
,-20,-19,1826,5353,8080,85042,,,,,,,,,,,,1,,,,,
,-497,-1,467,1447,2330,28224,,,,,,,,,,,,-1,,,,,
,-179,-8,-12,-136,630,-38239,,,,,,,,,,,,7,,,,,
,136,10,-507,-1267,-1959,-19264,,,,,,,,,,,,5,,,,,
,7,,-1791,-5205,-8871,-32518,,,,,,,,,,,,4,,,,,
,,-3,-403,-1303,-2650,-13358,,,,,,,,,,,,-13,,,,,
,-97,-10,1,7,97,-6897,,,,,,,,,,,,12,,,,,
,150,-19,437,1137,2738,-27468,,,,,,,,,,,,-5,,,,,
,179,-3,1772,5211,8543,54487,,,,,,,,,,,,6,,,,,
,-283,4,453,1400,1734,63636,,,,,,,,,,,,,,,,,
,551,3,42,121,-372,22271,,,,,,,,,,,,-3,,,,,
,-372,-4,-460,-1220,-1957,-14715,,,,,,,,,,,,-8,,,,,
,-307,-1,-1822,-5348,-7795,-99496,,,,,,,,,,,,,,,,,
,243,-11,-471,-1449,-2175,-41596,,,,,,,,,,,,,,,,,
,164,13,2,31,-441,29505,,,,,,,,,,,,,,,,,
,752,-4,491,1319,1711,29621,,,,,,,,,,,,9,,,,,
,-931,-27,1823,5065,8126,57129,,,,,,,,,,,,-3,,,,,
,684,18,433,1927,3962,5339,,,,,,,,,,,,1,,,,,
,-473,-17,-39,-565,-857,-17186,,,,,,,,,,,,-6,,,,,
,-2,2,-456,-1121,-2269,19388,,,,,,,,,,,,5,,,,,
,867,-20,-1760,-5133,-8772,-40866,,,,,,,,,,,,-6,,,,,
,-843,13,-416,-1327,-2170,-35372,,,,,,,,,,,,-5,,,,,
,-545,3,-27,-119,590,-35952,,,,,,,,,,,,-7,,,,,
,416,-11,403,1176,2246,-5273,,,,,,,,,,,,13,,,,,
,9,,1795,5224,8001,91437,,,,,,,,,,,,-5,,,,,
,1928,-19,472,1512,1821,53984,,,,,,,,,,,,5,,,,,
,-1589,19,36,68,59,-638,,,,,,,,,,,,9,,,,,
,-467,-19,-461,-1354,-1438,-45962,,,,,,,,,,,,-9,,,,,
,218,,-1838,-5274,-8259,-72318,,,,,,,,,,,,4,,,,,
,-187,-3,-441,-1406,-2706,-1340,,,,,,,,,,,,1,,,,,
,-102,-9,27,91,-394,18547,,,,,,,,,,,,9,,,,,
,231,9,465,1299,2127,9250,,,,,,,,,,,,-11,,,,,
,-334,-9,1781,5109,9045,26348,,,,,,,,,,,,-8,,,,,
,22,12,409,1361,2394,13060,,,,,,,,,,,,5,,,,,
,-253,-13,4,4,-446,28547,,,,,,,,,,,,1,,,,,
,269,-21,-408,-1153,-2417,12807,,,,,,,,,,,,-6,,,,,
,147,4,-1785,-5152,-8419,-59807,,,,,,,,,,,,10,,,,,
,276,,-467,-1510,-1659,-62226,,,,,,,,,,,,8,,,,,
,916,-4,-44,-61,229,-19296,,,,,,,,,,,,-12,,,,,
,-1167,-10,449,1243,1691,37551,,,,,,,,,,,,-9,,,,,
,115,13,1848,5287,7978,80156,,,,,,,,,,,,7,,,,,
,255,2,471,1484,2198,26397,,,,,,,,,,,,-3,,,,,
,-499,-15,-20,-250,244,-31372,,,,,,,,,,,,-4,,,,,
,363,-42,-480,-709,-638,-15369,,,,,,,,,,,,5,,,,,
,147,44,-1794,-5837,-9985,-40736,,,,,,,,,,,,1,,,,,
,-196,,-411,-1129,-2313,-3851,,,,,,,,,,,,3,,,,,
,-81,-54,10,99,-21,1698,,,,,,,,,,,,4,,,,,
,-253,-3,432,1104,2657,-20059,,,,,,,,,,,,7,,,,,
,195,38,1747,5180,8724,37189,,,,,,,,,,,,-8,,,,,
,69,-2,446,1423,1811,48278,,,,,,,,,,,,5,,,,,
,1664,-32,34,81,-406,20045,,,,,,,,,,,,-7,,,,,
,-1790,,-417,-1160,-2112,-7287,,,,,,,,,,,,4,,,,,
,21,-16,-1816,-5342,-7856,-78511,,,,,,,,,,,,2,,,,,
,-500,-3,-490,-1464,-1962,-39055,,,,,,,,,,,,-4,,,,,
,236,-1,-7,-17,-402,21234,,,,,,,,,,,,-11,,,,,
,-409,-1,498,1312,1677,26529,,,,,,,,,,,,-2,,,,,
,259,-13,1827,5336,8380,53189,,,,,,,,,,,,12,,,,,
,-242,13,409,1314,2780,-2661,,,,,,,,,,,,-2,,,,,
,973,,-25,-70,313,-16615,,,,,,,,,,,,4,,,,,
,-338,-10,-474,-1247,-2420,11077,,,,,,,,,,,,6,,,,,
,410,-1,-1768,-5167,-8894,-30612,,,,,,,,,,,,4,,,,,
,-72,-1,-405,-1277,-2302,-17817,,,,,,,,,,,,-9,,,,,
,-411,,-7,-121,530,-23224,,,,,,,,,,,,-12,,,,,
,-51,-17,409,1148,2428,-8852,,,,,,,,,,,,5,,,,,
,-321,-13,1789,5242,8101,69418,,,,,,,,,,,,17,,,,,
,1089,-1,482,1485,1740,44959,,,,,,,,,,,,-12,,,,,
,-593,2,35,123,-69,6140,,,,,,,,,,,,5,,,,,
,-45,16,-473,-1421,-1640,-35790,,,,,,,,,,,,14,,,,,
,-252,-4,-1827,-5325,-8113,-81262,,,,,,,,,,,,-7,,,,,
,105,-12,-460,-990,-1831,3625,,,,,,,,,,,,-12,,,,,
,75,-1,20,-449,-1427,12873,,,,,,,,,,,,3,,,,,
,-344,-2,476,1517,2339,17088,,,,,,,,,,,,5,,,,,
,2,3,1791,5148,8955,30464,,,,,,,,,,,,-8,,,,,
,-16,-31,407,1317,2576,2220,,,,,,,,,,,,-2,,,,,
,240,-2,-14,31,-291,20749,,,,,,,,,,,,4,,,,,
,912,3,-431,-1213,-2519,13633,,,,,,,,,,,,-4,,,,,
,137,-2,-1758,-5120,-8576,-48855,,,,,,,,,,,,1,,,,,
,-978,1,-436,-1454,-1711,-48320,,,,,,,,,,,,4,,,,,
,187,12,-45,-91,399,-23640,,,,,,,,,,,,9,,,,,
,-267,-12,450,1238,1783,27858,,,,,,,,,,,,-6,,,,,
,-105,-21,1818,5267,7963,74646,,,,,,,,,,,,-12,,,,,
,-188,1,468,1550,2074,29203,,,,,,,,,,,,15,,,,,
,523,,-6,-100,441,-21424,,,,,,,,,,,,-13,,,,,
,-199,-12,-488,-1363,-1634,-32563,,,,,,,,,,,,5,,,,,
,8,,-1813,-5192,-8675,-35368,,,,,,,,,,,,14,,,,,
,19,2,-411,-1350,-2694,-1201,,,,,,,,,,,,-9,,,,,
,79,,29,114,-194,6192,,,,,,,,,,,,-6,,,,,
,-201,,442,1155,2558,-12625,,,,,,,,,,,,-1,,,,,
,325,-20,1761,5117,8882,27895,,,,,,,,,,,,9,,,,,
,-90,18,420,1431,1931,40575,,,,,,,,,,,,-5,,,,,
,97,1,30,47,-475,24690,,,,,,,,,,,,1,,,,,
,-580,-20,-423,-1144,-2227,-2384,,,,,,,,,,,,-13,,,,,
,278,29,-1805,-5279,-7967,-73829,,,,,,,,,,,,-6,,,,,
,-218,-27,-449,-1720,-2191,-52387,,,,,,,,,,,,17,,,,,
,700,-13,-43,636,928,21733,,,,,,,,,,,,-6,,,,,
,-404,-1,479,682,532,26430,,,,,,,,,,,,-5,,,,,
,842,3,1832,5495,8500,60512,,,,,,,,,,,,5,,,,,
,1235,-21,446,1376,2665,4552,,,,,,,,,,,,-1,,,,,
,-2583,22,-40,-88,497,-25030,,,,,,,,,,,,1,,,,,
,796,-22,-468,-1240,-2279,5547,,,,,,,,,,,,10,,,,,
,184,-13,-1780,-5201,-8882,-29147,,,,,,,,,,,,-6,,,,,
,-854,12,-404,-1306,-2491,-15791,,,,,,,,,,,,-5,,,,,
,395,-9,7,-42,418,-16888,,,,,,,,,,,,7,,,,,
,-280,-1,420,1129,2586,-14637,,,,,,,,,,,,-1,,,,,
,80,10,1748,5225,8199,60455,,,,,,,,,,,,-11,,,,,
,-153,-9,465,1440,1724,42336,,,,,,,,,,,,6,,,,,
,-83,-21,51,143,-214,11273,,,,,,,,,,,,-6,,,,,
,14,,-444,-1286,-1637,-24369,,,,,,,,,,,,1,,,,,
,1539,,-1844,-5321,-7857,-78987,,,,,,,,,,,,17,,,,,
,-1409,-13,-462,-1389,-2485,-12188,,,,,,,,,,,,-7,,,,,
,-269,1,26,6,-485,21824,,,,,,,,,,,,-7,,,,,
,710,12,483,1337,1834,16723,,,,,,,,,,,,,,,,,
,-414,,1797,5195,8865,41232,,,,,,,,,,,,11,,,,,
,-189,-1,425,1300,2710,-3136,,,,,,,,,,,,,,,,,
,25,-10,-38,5,-224,13233,,,,,,,,,,,,-7,,,,,
,-102,1,-444,-1232,-2499,21810,,,,,,,,,,,,2,,,,,
,30,-1,-1751,-5113,-8693,-50433,,,,,,,,,,,,-4,,,,,
,385,1,-435,-1418,-1854,-52024,,,,,,,,,,,,5,,,,,
,629,-2,-39,-132,473,-38661,,,,,,,,,,,,-6,,,,,
,-700,-16,426,1088,1656,16378,,,,,,,,,,,,-2,,,,,
,-116,-14,1813,5788,9016,106996,,,,,,,,,,,,12,,,,,
,430,,473,978,835,37609,,,,,,,,,,,,1,,,,,
,-76,12,13,166,699,-13577,,,,,,,,,,,,-3,,,,,
,-720,-11,-491,-1366,-1490,-47623,,,,,,,,,,,,-7,,,,,
,369,,-1824,-5222,-8538,-55457,,,,,,,,,,,,-1,,,,,
,70,-1,-431,-1390,-2762,-1120,,,,,,,,,,,,5,,,,,
,251,1,48,126,-250,12794,,,,,,,,,,,,-2,,,,,
,-288,-2,464,1236,2421,-6260,,,,,,,,,,,,3,,,,,
,253,-30,1760,5074,8967,26099,,,,,,,,,,,,-1,,,,,
,-245,,418,1402,2048,38829,,,,,,,,,,,,-10,,,,,
,195,1,16,36,-451,34145,,,,,,,,,,,,10,,,,,
,-26,-1,-423,-1137,-2310,6555,,,,,,,,,,,,5,,,,,
,79,2,-1793,-5236,-8112,-81064,,,,,,,,,,,,4,,,,,
,-493,,-469,-1503,-1682,-80228,,,,,,,,,,,,2,,,,,
,-469,-23,-23,-30,-121,2323,,,,,,,,,,,,-3,,,,,
,265,3,462,1240,1609,49529,,,,,,,,,,,,-3,,,,,
,-48,-12,1823,5348,8115,83913,,,,,,,,,,,,-9,,,,,
,-258,-1,474,1435,2529,24577,,,,,,,,,,,,10,,,,,
,175,11,-32,-103,575,-39414,,,,,,,,,,,,-15,,,,,
,-146,-9,-490,-1282,-2133,-10238,,,,,,,,,,,,10,,,,,
,682,9,-1787,-5230,-8897,-31141,,,,,,,,,,,,1,,,,,
,-527,-8,-404,-1266,-2573,-15895,,,,,,,,,,,,-9,,,,,
,553,-22,19,-2,243,-15025,,,,,,,,,,,,-1,,,,,
,-205,-1,407,1118,2702,-27051,,,,,,,,,,,,3,,,,,
,621,2,1767,5187,8305,64116,,,,,,,,,,,,5,,,,,
,-500,-11,456,1312,1508,60212,,,,,,,,,,,,-7,,,,,
,469,10,37,640,686,30732,,,,,,,,,,,,14,,,,,
,93,-11,-434,-1819,-2871,-32228,,,,,,,,,,,,-5,,,,,
,370,11,-1825,-5193,-7488,-101616,,,,,,,,,,,,8,,,,,
,-314,2,-473,-1368,-2258,-29674,,,,,,,,,,,,-2,,,,,
,-279,,12,15,-481,31331,,,,,,,,,,,,-3,,,,,
,-273,-11,503,1341,1735,26885,,,,,,,,,,,,3,,,,,
,-531,-13,1795,5222,8667,52192,,,,,,,,,,,,-8,,,,,
,181,1,415,1309,2805,-6138,,,,,,,,,,,,2,,,,,
,239,10,-10,3,-6,-38,,,,,,,,,,,,-1,,,,,
,60,-8,-456,-1269,-2556,20624,,,,,,,,,,,,-13,,,,,
,520,-3,-1774,-5121,-8726,-43583,,,,,,,,,,,,-1,,,,,
,-589,,-423,-1372,-2032,-37996,,,,,,,,,,,,13,,,,,
,-173,12,-30,-115,593,-34792,,,,,,,,,,,,-8,,,,,
,420,-12,409,1212,2094,7190,,,,,,,,,,,,1,,,,,
,700,-1,1817,5245,8002,85688,,,,,,,,,,,,2,,,,,
,-1293,,480,1520,1835,43280,,,,,,,,,,,,1,,,,,
,230,-18,17,26,167,-6133,,,,,,,,,,,,9,,,,,
,436,-26,-482,-1380,-1422,-43510,,,,,,,,,,,,5,,,,,
,35,17,-1829,-5248,-8396,-61008,,,,,,,,,,,,-7,,,,,
,-222,-17,-431,-1387,-2725,1082,,,,,,,,,,,,3,,,,,
,-112,27,27,111,-346,15896,,,,,,,,,,,,-1,,,,,
,-97,-10,453,1269,2263,2838,,,,,,,,,,,,-6,,,,,
,680,-37,1783,5110,9008,23362,,,,,,,,,,,,2,,,,,
,-533,11,419,1367,2232,22132,,,,,,,,,,,,3,,,,,
,283,-7,4,-202,-840,25939,,,,,,,,,,,,-3,,,,,
,-672,,-422,-488,-1144,17941,,,,,,,,,,,,-2,,,,,
,203,2,-1780,-5827,-9515,-72093,,,,,,,,,,,,,,,,,
,-40,-15,-460,-1323,-1278,-61121,,,,,,,,,,,,-1,,,,,
,-269,11,-42,-46,84,-7294,,,,,,,,,,,,-2,,,,,
,632,2,447,1252,1640,38583,,,,,,,,,,,,-1,,,,,
,379,-2,1850,5324,8061,76553,,,,,,,,,,,,8,,,,,
,-798,-10,459,1480,2314,23616,,,,,,,,,,,,2,,,,,
,35,-20,-24,-130,631,-33899,,,,,,,,,,,,-1,,,,,
,2096,16,-485,-1265,-1896,-17824,,,,,,,,,,,,-6,,,,,
,-1978,-13,-1804,-5244,-8914,-29858,,,,,,,,,,,,-7,,,,,
,-157,-6,-406,-1305,-2648,-8690,,,,,,,,,,,,2,,,,,
,335,4,27,67,91,-4555,,,,,,,,,,,,3,,,,,
,-93,-2,435,1114,2697,-24883,,,,,,,,,,,,8,,,,,
,-55,-1,1764,5214,8607,48570,,,,,,,,,,,,-1,,,,,
,-399,3,447,1401,1708,54708,,,,,,,,,,,,-2,,,,,
,109,-15,43,76,-388,19523,,,,,,,,,,,,-6,,,,,
,293,,-442,-1190,-1942,-12034,,,,,,,,,,,,,,,,,
,117,-13,-1826,-5349,-7816,-89684,,,,,,,,,,,,2,,,,,
,-104,-4,-477,-1421,-2084,-37808,,,,,,,,,,,,-1,,,,,
,148,,-6,-2,-449,25852,,,,,,,,,,,,7,,,,,
,187,-2,493,1307,1663,28100,,,,,,,,,,,,4,,,,,
,-258,-9,1810,5314,8511,54664,,,,,,,,,,,,,,,,,
,769,10,429,1310,2821,-5220,,,,,,,,,,,,-5,,,,,
,285,2,-32,-68,155,-11348,,,,,,,,,,,,-5,,,,,
,-321,-31,-455,-1270,-2521,17299,,,,,,,,,,,,6,,,,,
,-930,,-1757,-5267,-9095,-40596,,,,,,,,,,,,-3,,,,,
,256,9,-425,-784,-1152,-18670,,,,,,,,,,,,-3,,,,,
,-80,-9,-15,-688,-492,-44336,,,,,,,,,,,,8,,,,,
,-181,-2,423,1374,2618,-4297,,,,,,,,,,,,1,,,,,
,155,-1,1791,5219,8031,88511,,,,,,,,,,,,,,,,,
,119,1,486,1515,1808,51137,,,,,,,,,,,,-8,,,,,
,602,1,3,68,-3,1697,,,,,,,,,,,,2,,,,,
,490,-2,-471,-1364,-1461,-42674,,,,,,,,,,,,-7,,,,,
,-1257,1,-1827,-5265,-8160,-77295,,,,,,,,,,,,5,,,,,
,256,-18,-442,-1412,-2690,-2830,,,,,,,,,,,,3,,,,,
,-460,,23,87,-404,21481,,,,,,,,,,,,5,,,,,
,47,-1,492,1332,2077,11233,,,,,,,,,,,,7,,,,,
,53,1,1768,5098,9028,27558,,,,,,,,,,,,,,,,,
,362,,400,1355,2428,11041,,,,,,,,,,,,-13,,,,,
,-488,,12,27,-368,27791,,,,,,,,,,,,4,,,,,
,231,2,-431,-1181,-2474,12677,,,,,,,,,,,,4,,,,,
,-340,-9,-1777,-5145,-8446,-57552,,,,,,,,,,,,-5,,,,,
,296,-16,-463,-1495,-1696,-61645,,,,,,,,,,,,-3,,,,,
,686,16,-47,-64,250,-20193,,,,,,,,,,,,1,,,,,
,-889,-36,461,1233,1723,35605,,,,,,,,,,,,,,,,,
,-118,6,1834,5293,7998,82750,,,,,,,,,,,,-5,,,,,
,643,-19,469,1512,2165,31760,,,,,,,,,,,,4,,,,,
,-321,3,-7,-89,579,-29552,,,,,,,,,,,,,,,,,
,-652,-3,-500,-1316,-1742,-30492,,,,,,,,,,,,5,,,,,
,994,15,-1816,-5230,-8833,-35021,,,,,,,,,,,,2,,,,,
,228,-11,-404,-1543,-3080,-8874,,,,,,,,,,,,6,,,,,
,-604,-10,41,696,1080,9322,,,,,,,,,,,,-10,,,,,
,-123,7,447,607,1685,-23005,,,,,,,,,,,,-9,,,,,
,17,-19,1751,5231,8926,35782,,,,,,,,,,,,-1,,,,,
,660,-10,421,1466,1888,52989,,,,,,,,,,,,10,,,,,
,-839,11,46,76,-432,24816,,,,,,,,,,,,,,,,,
,765,1,-417,-1142,-2104,-4632,,,,,,,,,,,,-13,,,,,
,-685,-11,-1808,-5316,-7878,-87891,,,,,,,,,,,,7,,,,,
,105,9,-482,-1471,-1915,-52494,,,,,,,,,,,,8,,,,,
,62,-9,-21,-11,-383,21514,,,,,,,,,,,,-2,,,,,
,160,-22,476,1282,1660,34272,,,,,,,,,,,,-6,,,,,
,1312,1,1832,5321,8348,64704,,,,,,,,,,,,13,,,,,
,-1559,-6,425,1342,2729,778,,,,,,,,,,,,1,,,,,
,1719,7,-41,-75,375,-22948,,,,,,,,,,,,-10,,,,,
,-1722,-3,-467,-1248,-2403,12330,,,,,,,,,,,,-3,,,,,
,598,4,-1766,-5177,-8881,-34753,,,,,,,,,,,,3,,,,,
,-144,-3,-406,-1300,-2352,-23660,,,,,,,,,,,,8,,,,,
,256,-1,-7,-75,498,-29085,,,,,,,,,,,,-4,,,,,
,184,12,427,1173,2490,-16533,,,,,,,,,,,,1,,,,,
,-1040,-16,1783,5202,8104,82352,,,,,,,,,,,,4,,,,,
,-17,,474,1485,1747,56886,,,,,,,,,,,,-1,,,,,
,-298,-1,14,129,-108,7649,,,,,,,,,,,,-8,,,,,
,-161,-12,-467,-1374,-1592,-36804,,,,,,,,,,,,,,,,,
,1957,13,-1835,-5301,-8006,-88453,,,,,,,,,,,,5,,,,,
,-1213,3,-441,-1384,-2563,-9421,,,,,,,,,,,,-3,,,,,
,-108,-5,30,31,-497,25901,,,,,,,,,,,,3,,,,,
,-772,-15,480,1162,1605,13514,,,,,,,,,,,,-3,,,,,
,336,-8,1773,5789,10140,44410,,,,,,,,,,,,5,,,,,
,710,1,424,700,1422,-8318,,,,,,,,,,,,-6,,,,,
,165,19,-8,190,36,22090,,,,,,,,,,,,-4,,,,,
,-358,-20,-432,-1189,-2459,18091,,,,,,,,,,,,2,,,,,
,-418,-2,-1773,-5111,-8594,-50795,,,,,,,,,,,,-4,,,,,
,-47,2,-446,-1469,-1748,-54294,,,,,,,,,,,,5,,,,,
,-108,-1,-17,-103,435,-31144,,,,,,,,,,,,-4,,,,,
,590,-24,425,1248,1797,27987,,,,,,,,,,,,3,,,,,
,-290,-9,1807,5253,7970,87176,,,,,,,,,,,,,,,,,
,197,,493,1555,2015,38920,,,,,,,,,,,,-5,,,,,
,141,7,1,-54,475,-21691,,,,,,,,,,,,1,,,,,
,4284,26,-504,-1378,-1579,-40858,,,,,,,,,,,,2,,,,,
,-3674,-33,-1818,-5232,-8694,-44727,,,,,,,,,,,,5,,,,,
,-1349,-9,-410,-1342,-2728,-2097,,,,,,,,,,,,,,,,,
,153,,34,115,-223,8900,,,,,,,,,,,,-4,,,,,
,465,13,443,1177,2547,-12831,,,,,,,,,,,,1,,,,,
,-188,,1759,5092,8907,29055,,,,,,,,,,,,-4,,,,,
,-265,-13,433,1431,1953,45351,,,,,,,,,,,,,,,,,
,183,,30,61,-472,29726,,,,,,,,,,,,4,,,,,
,301,-15,-418,-1130,-2244,438,,,,,,,,,,,,6,,,,,
,-255,-4,-1810,-5284,-7934,-81444,,,,,,,,,,,,-6,,,,,
,-238,-3,-469,-1514,-1802,-61872,,,,,,,,,,,,2,,,,,
,102,,-40,-16,-261,11846,,,,,,,,,,,,10,,,,,
,139,4,474,1271,1610,38651,,,,,,,,,,,,-9,,,,,
,497,-8,1835,5298,8171,71629,,,,,,,,,,,,3,,,,,
,-772,-22,456,1307,2425,6705,,,,,,,,,,,,2,,,,,
,-7,17,-33,394,1445,-20510,,,,,,,,,,,,5,,,,,
,683,,-501,-1814,-3311,-7794,,,,,,,,,,,,-9,,,,,
,1201,-18,-1760,-5025,-8543,-29280,,,,,,,,,,,,-8,,,,,
,-1834,43,-408,-1248,-2442,-18618,,,,,,,,,,,,8,,,,,
,373,-47,24,-43,344,-21531,,,,,,,,,,,,1,,,,,
,313,,415,1121,2652,-25014,,,,,,,,,,,,-10,,,,,
,-416,,1755,5190,8188,72671,,,,,,,,,,,,-6,,,,,
,-362,,465,1464,1731,62364,,,,,,,,,,,,-3,,,,,
,853,3,38,141,-229,16085,,,,,,,,,,,,9,,,,,
,-92,-11,-466,-1289,-1646,-27542,,,,,,,,,,,,2,,,,,
,1142,-22,-1823,-5365,-7914,-101848,,,,,,,,,,,,-1,,,,,
,-1226,13,-467,-1366,-2421,-25145,,,,,,,,,,,,2,,,,,
,-115,-13,14,11,-480,32648,,,,,,,,,,,,6,,,,,
,277,-9,487,1363,1841,26557,,,,,,,,,,,,-11,,,,,
,-351,,1800,5191,8794,43565,,,,,,,,,,,,6,,,,,
,28,-1,424,1292,2726,-4897,,,,,,,,,,,,3,,,,,
,-355,10,-21,-2,-153,8839,,,,,,,,,,,,-4,,,,,
,280,4,-439,-1205,-2487,18870,,,,,,,,,,,,4,,,,,
,320,-29,-1765,-5105,-8670,-46052,,,,,,,,,,,,5,,,,,
,-403,17,-432,-1452,-1978,-44916,,,,,,,,,,,,-1,,,,,
,-119,-1,-31,-109,553,-35868,,,,,,,,,,,,1,,,,,
,3432,-1,426,1235,1951,15789,,,,,,,,,,,,-10,,,,,
,-3028,-19,1804,5236,8004,91300,,,,,,,,,,,,-5,,,,,
,-194,21,473,1540,1909,44925,,,,,,,,,,,,15,,,,,
,78,-31,8,-221,-127,-17036,,,,,,,,,,,,-3,,,,,
,78,10,-489,-763,-326,-36115,,,,,,,,,,,,-9,,,,,
,223,-8,-1808,-5761,-9519,-61072,,,,,,,,,,,,-4,,,,,
,-1058,-21,-441,-1270,-2532,-1275,,,,,,,,,,,,7,,,,,
,157,20,46,155,-255,14471,,,,,,,,,,,,13,,,,,
,-195,-21,462,1237,2399,-4243,,,,,,,,,,,,-3,,,,,
,1007,21,1750,5093,9013,24638,,,,,,,,,,,,-6,,,,,
,-815,-33,417,1402,2124,33641,,,,,,,,,,,,-2,,,,,
,1668,12,20,-8,-509,32266,,,,,,,,,,,,3,,,,,
,-1456,-12,-407,-1121,-2322,4408,,,,,,,,,,,,,,,,,
,405,,-1797,-5231,-8145,-72933,,,,,,,,,,,,-5,,,,,
,-698,12,-472,-1505,-1683,-66780,,,,,,,,,,,,,,,,,
,1229,,-33,-8,-68,3051,,,,,,,,,,,,-7,,,,,
,-567,-31,477,1234,1632,41364,,,,,,,,,,,,7,,,,,
,-189,,1835,5352,8101,72552,,,,,,,,,,,,-10,,,,,
,-339,19,453,1434,2472,17161,,,,,,,,,,,,12,,,,,
,2285,-18,-35,-140,575,-33588,,,,,,,,,,,,,,,,,
,-2394,-12,-475,-1263,-2070,-8645,,,,,,,,,,,,3,,,,,
,1253,8,-1787,-5231,-8907,-28766,,,,,,,,,,,,-3,,,,,
,-1065,,-409,-1296,-2628,-12758,,,,,,,,,,,,1,,,,,
,105,8,21,35,269,-10429,,,,,,,,,,,,1,,,,,
,-98,-5,427,1131,2696,-20722,,,,,,,,,,,,-2,,,,,
,519,-30,1757,5181,8382,54108,,,,,,,,,,,,-4,,,,,
,296,1,458,1425,1742,49682,,,,,,,,,,,,-5,,,,,
,-1089,12,21,136,-328,16238,,,,,,,,,,,,9,,,,,
,1106,-25,-441,-1228,-1831,-17533,,,,,,,,,,,,10,,,,,
,-622,12,-1830,-5540,-8186,-89348,,,,,,,,,,,,-7,,,,,
,368,-3,-468,-812,-1103,-16105,,,,,,,,,,,,-3,,,,,
,-949,4,15,-617,-1648,16725,,,,,,,,,,,,3,,,,,
,2015,-1,476,1534,2110,26255,,,,,,,,,,,,5,,,,,
,-1942,-14,1816,5252,8652,47826,,,,,,,,,,,,-8,,,,,
,-85,-17,424,1289,2777,-6722,,,,,,,,,,,,6,,,,,
,26,18,-34,-18,54,-1901,,,,,,,,,,,,-5,,,,,
,217,1,-446,-1247,-2496,18861,,,,,,,,,,,,-5,,,,,
,-121,-30,-1755,-5105,-8750,-39973,,,,,,,,,,,,,,,,,
,375,-1,-418,-1370,-2113,-34090,,,,,,,,,,,,4,,,,,
,51,14,-25,-115,565,-33994,,,,,,,,,,,,-2,,,,,
,-188,,402,1192,2143,4446,,,,,,,,,,,,10,,,,,
,-359,-1,1803,5236,7988,84441,,,,,,,,,,,,-3,,,,,
,169,,481,1532,1853,43512,,,,,,,,,,,,-8,,,,,
,398,-4,21,53,192,-5100,,,,,,,,,,,,6,,,,,
,-605,-54,-469,-1386,-1460,-42606,,,,,,,,,,,,10,,,,,
,222,46,-1843,-5268,-8350,-61365,,,,,,,,,,,,-11,,,,,
,198,-20,-444,-1383,-2720,1097,,,,,,,,,,,,-7,,,,,
,-170,6,36,92,-413,15391,,,,,,,,,,,,1,,,,,
,-11,-39,483,1286,2247,4210,,,,,,,,,,,,5,,,,,
,-100,33,1762,5116,9043,23548,,,,,,,,,,,,-3,,,,,
,120,-33,413,1362,2289,18378,,,,,,,,,,,,10,,,,,
,88,37,7,12,-434,27020,,,,,,,,,,,,4,,,,,
,-184,-34,-424,-1139,-2407,7634,,,,,,,,,,,,-11,,,,,
,1198,-25,-1775,-5180,-8332,-58727,,,,,,,,,,,,-10,,,,,
,-586,6,-455,-1716,-2023,-59748,,,,,,,,,,,,10,,,,,
,-520,15,-41,508,1167,-2563,,,,,,,,,,,,-8,,,,,
,388,-20,441,770,739,32735,,,,,,,,,,,,-12,,,,,
,133,-12,1832,5393,8201,70751,,,,,,,,,,,,5,,,,,
,588,2,474,1530,2374,22942,,,,,,,,,,,,13,,,,,
,-784,12,-17,-113,594,-30846,,,,,,,,,,,,1,,,,,
,549,,-497,-1322,-1902,-18849,,,,,,,,,,,,-2,,,,,
,-1061,-1,-1785,-5190,-8798,-28053,,,,,,,,,,,,3,,,,,
,-59,-11,-411,-1328,-2714,-7461,,,,,,,,,,,,1,,,,,
,-65,1,21,78,56,-3468,,,,,,,,,,,,-1,,,,,
,486,-1,418,1089,2673,-21368,,,,,,,,,,,,,,,,,
,51,-3,1768,5177,8635,43227,,,,,,,,,,,,-4,,,,,
